Id,SalePrice,Prediction,AbsLogError,GrLivArea,TotalSF,OverallQual,Neighborhood,YearBuilt,GarageArea
432,79900.0,109216.66827542774,0.31255447927857993,1198,2099,6,OldTown,1920,0
480,89471.0,122067.23280472678,0.3106544465048877,1131,2038,4,OldTown,1937,672
667,129000.0,175928.2093507502,0.31026153825853164,2380,3401,6,NAmes,1965,596
1063,90000.0,122673.02345202502,0.3097098401164988,2337,2999,5,OldTown,1900,560
1424,274970.0,202704.6434219043,0.3049107432373894,2201,2898,6,Edwards,1966,432
489,160000.0,117998.26747864785,0.3045016485759682,2414,3368,5,OldTown,1900,520
1212,164000.0,222354.95749900717,0.3044069845705497,1752,2311,8,Gilbert,1988,492
458,256000.0,189848.29625634453,0.2989507708914214,1663,3027,4,ClearCr,1954,529
1182,392500.0,291118.96208175656,0.29880366193555297,1652,3252,8,Crawfor,2008,482
530,200624.0,269390.58484721987,0.29472853295681745,2515,4550,6,Crawfor,1957,484
143,166000.0,124043.1048461986,0.2913566258268556,1385,2295,5,NAmes,1952,720
629,135000.0,179359.69075191574,0.28411662470184496,2080,3120,5,NAmes,1969,504
729,110000.0,146020.6091892749,0.28326516224174547,1776,3360,5,NAmes,1958,888
218,107000.0,80838.83249129547,0.2803683597810931,1328,2014,4,OldTown,1925,210
590,79500.0,105165.91016543878,0.27977910847369714,935,1521,5,BrkSide,1930,308
278,141000.0,107102.84892772566,0.2749680680431208,864,1728,4,Gilbert,1951,400
14,279500.0,213746.16538636113,0.2682120240277044,1494,2988,7,CollgCr,2006,840
1346,108500.0,83304.84883883751,0.26424062866829345,960,1920,4,OldTown,1920,308
186,475000.0,365223.7274248891,0.262804053598348,3608,4143,10,OldTown,1892,840
1213,113000.0,87363.87924334357,0.25730330564928217,672,1344,4,Edwards,1941,234
219,311500.0,242317.4195036575,0.25114990414954086,1954,2752,7,Crawfor,1939,431
659,97500.0,125304.07807455829,0.25088875405022293,1458,2370,6,NAmes,1948,330
379,394432.0,307472.4561440643,0.2490605285898777,1856,3712,9,StoneBr,2010,834
773,107000.0,137102.53964831552,0.24789822402612316,1117,2146,6,Edwards,1976,672
309,82500.0,105453.57084955636,0.245469837637474,861,1722,4,Edwards,1940,539
155,125000.0,97877.13840178335,0.24459851806566846,1200,2400,6,OldTown,1923,312
329,214500.0,168056.7221653263,0.24400689565276323,2134,2978,6,BrkSide,1916,441
1405,105000.0,82330.67142677392,0.2432140112654615,1214,1886,3,OldTown,1915,936
198,235000.0,299619.3539306078,0.24292641689924643,3112,4080,8,NAmes,1918,795
98,94750.0,120082.7254640963,0.23693681369829633,960,1920,4,Edwards,1965,432
804,582933.0,461255.03483128594,0.23412069348065323,2822,4556,9,NridgHt,2008,1020
1387,250000.0,315326.4154703091,0.2321465953459434,2784,4176,7,NWAmes,1978,564
452,280000.0,222223.64716958208,0.23110438018199986,1533,3066,7,ClearCr,1975,576
712,102776.0,81620.21265851206,0.2304724053430487,1178,2037,4,IDOTRR,1900,384
739,179000.0,142376.0325895811,0.22891269444227547,1200,2400,5,Edwards,1987,0
94,133900.0,167971.34510417565,0.22669863244885846,2291,3505,6,OldTown,1910,506
455,188000.0,149887.59939734516,0.22655493446934116,1728,3456,5,Mitchel,1976,560
1123,112000.0,89341.53006302126,0.22603016481609117,960,1632,4,Edwards,1956,288
440,110000.0,137691.82338617794,0.22453582996881138,1196,1880,6,Edwards,1920,528
262,276000.0,344907.7280510755,0.22287533675746118,2574,4056,8,CollgCr,2007,868
1338,52500.0,65605.29051463914,0.22283936630892853,693,1386,4,OldTown,1941,0
717,159500.0,197983.228855811,0.2161371834810275,2554,3272,7,OldTown,1890,704
1047,556581.0,449258.7080555613,0.21421337446379063,2868,4860,9,StoneBr,2005,716
108,115000.0,93199.57465766277,0.21018693645032904,789,1578,5,OldTown,1948,250
614,147000.0,119171.678348556,0.20986586960298403,1120,2240,5,Mitchel,2007,0
1416,175900.0,216893.6649705988,0.20949048403080717,1569,2955,7,Blmngtn,2007,660
973,99500.0,122643.74188075664,0.20912420449283253,918,1836,6,SawyerW,1979,264
1045,278000.0,342129.6272644196,0.2075679043969494,2524,5048,8,NWAmes,1981,542
1384,112000.0,137765.5010828664,0.20705243110735694,1416,2232,5,Sawyer,1918,576
138,171000.0,210325.2076660833,0.2069902908862069,1959,3866,7,Mitchel,1988,766
474,440000.0,357919.3317959202,0.2064665748842085,1976,3952,8,NridgHt,2006,908
239,318000.0,259017.86393319408,0.20515363466313374,1694,3388,8,NridgHt,2007,818
897,106500.0,86758.49369940991,0.20501452448045576,951,1902,4,IDOTRR,1936,327
536,107500.0,131604.37543095948,0.20230771494679267,1347,2464,5,Edwards,1910,0
4,140000.0,171366.18576886886,0.20215897413787864,1717,2473,7,Crawfor,1915,642
899,611657.0,499844.97312210937,0.2018733055747468,2364,4694,9,NridgHt,2009,820
274,139000.0,170083.246276883,0.20181275328300607,1632,2872,6,NAmes,1958,338
1345,155835.0,190675.78008845914,0.20177557151329317,1456,2184,7,CollgCr,2006,440
810,106000.0,129638.86645510644,0.20131182012192994,2138,2987,5,OldTown,1898,360
1140,144000.0,117895.3622094373,0.20001429181081676,1167,2082,5,BrkSide,1920,495
865,250580.0,205449.0996713392,0.1985790410849031,1372,2744,7,Somerst,2007,529
886,328900.0,269833.53926713427,0.19794784000838028,1709,3407,9,Somerst,1999,506
1023,87000.0,105979.78425571685,0.1973381842309081,1248,2160,5,OldTown,1930,160
319,260000.0,316706.865056462,0.1972943104805065,2646,3993,7,NoRidge,1993,656
943,150000.0,123279.19906091501,0.19618215502447356,1440,2880,4,Edwards,1977,0
560,234000.0,192534.60017267446,0.19504431626160645,1557,2931,7,Blmngtn,2003,420
272,241500.0,199191.03590262635,0.1926042499280456,1363,2748,7,ClearCr,1954,439
18,90000.0,108967.84756767473,0.19124125786885848,1296,1296,4,Sawyer,1967,516
366,147000.0,121734.61580259303,0.18858777985227704,1344,2016,5,IDOTRR,1920,468
663,110000.0,132817.91071517466,0.18849717020790102,1392,2784,6,NAmes,1968,576
93,163500.0,135413.55749894734,0.1884782370644036,964,1840,5,Crawfor,1921,432
547,210000.0,173985.2429426369,0.1881360600701143,1635,2700,6,BrkSide,1923,440
1032,197000.0,237574.96341773297,0.18727861343704255,3082,3509,7,SWISU,1920,672
224,97000.0,116890.32535744875,0.18652337232837723,864,1728,4,NAmes,1971,576
608,225000.0,186895.2610885627,0.18555113725417627,2008,2904,5,Edwards,1948,230
750,98000.0,81465.0531832857,0.18479127458256706,1529,1529,4,Edwards,1945,240
394,100000.0,83206.46388529407,0.1838431319748608,788,1576,4,BrkSide,1941,0
49,113000.0,94095.14253642964,0.1830796157162844,1452,2188,4,OldTown,1920,0
1183,745000.0,620363.8004057138,0.18307786790245117,4476,6872,10,NoRidge,1996,813
349,154000.0,184916.1309638286,0.1829486880878033,1626,2390,7,NridgHt,2003,474
1066,328000.0,273569.7001437278,0.18145656726409953,2260,3566,7,ClearCr,1996,533
1379,83000.0,99441.68358052691,0.18072877785361285,987,1470,6,BrDale,1973,264
1271,260000.0,217041.44653747918,0.18059253658640984,1524,2856,7,ClearCr,1979,586
1184,120000.0,143621.72782465327,0.17968983976923703,1130,2250,5,OldTown,1920,720
521,106250.0,88825.6385983886,0.17911763029699834,1294,1294,4,OldTown,1900,0
844,141000.0,117883.69383165712,0.1790600067468464,1800,3600,5,NAmes,1961,0
677,87000.0,104050.07623012661,0.1789622833385689,1774,2869,4,OldTown,1900,779
998,185000.0,154834.99099203254,0.17799479638888904,1442,2884,6,NWAmes,1970,615
745,180000.0,214956.08763823088,0.17747600939579655,1337,2674,8,StoneBr,1993,462
1027,167500.0,140333.860750302,0.1769578922350874,1264,2532,5,NAmes,1960,461
378,340000.0,284895.3646439127,0.1768230774725268,2466,4046,8,Somerst,2004,610
1381,58500.0,69815.05515738671,0.17682015179123667,864,1728,3,Edwards,1914,200
823,225000.0,188558.72501125024,0.1766900463742349,1733,2580,7,Gilbert,2003,433
71,244000.0,291090.22287238884,0.17646437506236623,2223,4446,7,NAmes,1973,516
331,119000.0,141916.4557282836,0.17611369445654645,1728,3456,5,NAmes,1964,352
107,100000.0,83896.32933093587,0.17558640454563346,1047,1688,4,OldTown,1885,273
47,239686.0,285670.5533833465,0.17550883063294087,2149,3583,7,Mitchel,2003,670
748,265979.0,223236.60417745594,0.17518442417103763,2640,3880,7,OldTown,1880,864
117,139000.0,116669.36969356387,0.17512852180723115,1092,2184,5,Sawyer,1962,288
457,98000.0,82299.74749789265,0.17459749245942824,1344,1968,5,OldTown,1916,513
941,150900.0,179570.70575472264,0.17395061045904825,1728,3456,6,Mitchel,1976,574
1001,82000.0,68912.14851600249,0.17388444772379863,944,944,3,Edwards,1952,528
1093,136500.0,162318.15588320623,0.17323255457328735,1694,2875,6,SWISU,1925,576
1441,191000.0,227024.69194510113,0.17278452781686227,2555,2759,6,Crawfor,1922,672
419,126000.0,106029.28169905522,0.17256511370740668,1134,1890,5,Edwards,1940,240
1081,145000.0,172260.62202409678,0.1722737405071353,1258,2516,6,NWAmes,1971,528
1186,104900.0,124537.60910868662,0.17159873290706962,1221,2005,5,Edwards,1924,392
772,102000.0,120969.70208680493,0.17056576760638364,1220,2056,4,Edwards,1951,396
413,222000.0,262814.80073886184,0.16877152301350762,1478,2948,7,Somerst,2009,484
550,263000.0,222255.52602223706,0.16832559705935068,2094,3006,7,Somerst,2003,615
381,127000.0,150252.39493303793,0.1681282079449158,1691,2717,5,SWISU,1924,308
631,124000.0,104854.83635538787,0.16770321043307135,1750,2386,5,OldTown,1880,240
483,155000.0,183284.41356135986,0.16761300630681042,1826,2736,7,OldTown,1915,164
1050,84900.0,100347.75833853192,0.1671658300467449,930,930,4,Edwards,1946,308
936,79900.0,94362.84460860965,0.166369629421542,747,1347,4,BrkSide,1926,528
1444,121000.0,102491.12458847946,0.16601284768189295,952,1904,6,BrkSide,1916,192
1144,80000.0,94434.20002475724,0.16587475067081492,1006,2012,5,Sawyer,1959,0
1394,163000.0,138280.2532086759,0.1644666579109817,1912,2394,6,OldTown,1905,672
1350,122000.0,143712.69730567804,0.16379386588052824,2358,2837,8,OldTown,1872,0
1329,256000.0,217463.5738842868,0.16314539215230361,2792,4302,6,OldTown,1920,520
1245,230000.0,195526.76519067766,0.162381265962809,1517,2309,8,Crawfor,1929,400
243,79000.0,92904.47309796019,0.16212204733362512,1440,1980,5,OldTown,1900,352
57,172500.0,202860.49409828387,0.1621204175341635,1739,2709,8,Somerst,1999,480
276,205000.0,174351.00038180564,0.1619386107509051,1548,2500,7,BrkSide,1925,672
964,239000.0,280923.1154999464,0.16161684523845565,1800,3600,9,CollgCr,2007,702
636,200000.0,170476.00635442173,0.1597219389977731,3395,4320,6,SWISU,1914,0
1179,154900.0,132107.58603272488,0.15916199730108893,1343,2074,5,Crawfor,1921,186
77,135750.0,115869.87240415724,0.1583459231254416,952,1904,4,NAmes,1956,283
1240,265900.0,227026.0850627339,0.15805473123361935,1484,2960,8,Timber,2006,472
20,139000.0,118753.78913066314,0.15742035572650614,1339,2368,5,NAmes,1958,294
297,152000.0,129896.38424560921,0.15714231297556935,1558,2468,5,IDOTRR,1950,282
226,112000.0,95761.6494964119,0.15663507086851602,1302,1932,5,BrDale,1971,280
809,159950.0,136807.82927349483,0.1562829737510647,1086,2110,5,NAmes,1966,484
1146,149000.0,127488.26240248169,0.15592087273138056,1576,2618,5,BrkSide,1928,225
209,277000.0,237009.88705535003,0.15591503926665773,2062,3219,7,SawyerW,1988,454
1360,315000.0,367260.0631252291,0.15349712541128824,1980,3960,9,NridgHt,2004,770
372,134432.0,115311.0021413294,0.15342441691241504,1588,1588,4,ClearCr,1959,680
152,372402.0,319721.8112731166,0.152522195582927,1710,3420,8,NridgHt,2007,866
1280,68400.0,79624.47582124606,0.15194664524682722,1128,1826,4,IDOTRR,1920,528
508,208300.0,178962.48861024046,0.15180233823281242,1218,2436,6,Somerst,2009,676
670,137500.0,118135.75369694407,0.15178830674721056,1180,1880,4,Crawfor,1922,252
490,86000.0,100080.86999155117,0.1516296268587496,630,1260,4,MeadowV,1970,286
569,316600.0,272124.900329743,0.15137747793701983,2132,3628,8,SawyerW,1983,612
896,140000.0,162855.94473862986,0.1512226103743668,1796,2576,6,NAmes,1963,483
856,127000.0,147598.24178564252,0.15030581475619798,1040,2080,5,Sawyer,1962,260
402,164990.0,191745.04803466896,0.15028090308791064,1310,2620,7,CollgCr,2005,400
1069,151400.0,175871.57946826785,0.14982780654257688,2521,3463,6,MeadowV,1973,576
446,127500.0,148080.55800776236,0.14963898189714975,1689,3125,6,Edwards,1956,480
140,231500.0,199334.0765481756,0.1495969827021426,1764,2692,6,CollgCr,1997,470
1363,104900.0,121795.57274686439,0.1493351682673385,1738,2453,4,NAmes,1920,368
1268,378500.0,326251.4750737234,0.14854716984094374,2018,4020,9,Timber,2008,746
916,75000.0,86992.87510798936,0.14833626833796387,1092,1638,4,MeadowV,1970,286
1073,91500.0,106107.82969141068,0.14811536143950121,1456,2266,5,Edwards,1948,280
400,241000.0,208093.15072056052,0.14681045787738434,1550,2642,7,Somerst,2006,438
1248,169900.0,146708.5272654986,0.14676128756714668,1034,2046,6,Mitchel,1976,888
692,755000.0,652686.8765843573,0.1456200425368781,4316,6760,10,NoRidge,1994,832
826,385000.0,445241.5346265049,0.14537322364147975,2084,4162,10,NridgHt,2007,1220
1219,80500.0,69622.71141114147,0.14516441619133502,912,912,4,BrkSide,1947,0
39,109000.0,126006.98375911982,0.14498821161274833,1057,2114,5,NAmes,1953,246
1031,160000.0,138460.82301947073,0.1445854236530657,1928,2614,5,SWISU,1916,0
1128,259000.0,224428.30235673834,0.14327117665996703,1530,3060,7,Gilbert,2004,630
1029,105000.0,121174.22403694715,0.14326775667906588,1376,2144,5,NAmes,1941,240
427,275000.0,238394.81324222233,0.1428423608900431,1644,3162,7,SawyerW,1989,569
945,137500.0,158594.92215574684,0.1427284075605204,1344,2163,6,Timber,1958,525
1057,185850.0,214325.03075266394,0.14255308643851627,1364,2728,7,NridgHt,2005,484
1323,190000.0,219069.74778029008,0.1423653915678731,1923,2673,7,NoRidge,1992,564
1021,176000.0,152658.52930287732,0.14227953377818991,1132,2264,4,Edwards,2005,451
999,91000.0,78966.9749523797,0.14182810553888991,1077,2084,3,IDOTRR,1922,210
79,136500.0,118485.29524245998,0.141534638680886,1768,3536,4,Sawyer,1968,0
637,60000.0,52085.79228113416,0.14144981920886934,800,1064,2,BrkSide,1936,0
539,158000.0,137168.2390289973,0.14138587729485685,1159,2210,5,Sawyer,1968,336
638,93000.0,107096.84503740608,0.14113261043503122,1387,2198,5,OldTown,1954,256
991,348000.0,302274.3368398043,0.1408670399250056,2392,3788,8,NoRidge,1997,870
176,243000.0,211072.9133059605,0.14085718639483247,2158,3360,6,Edwards,1950,576
889,268000.0,308521.92897513317,0.14080545280487122,2217,4434,8,NAmes,1970,621
227,290000.0,251943.29422051046,0.1406763628557144,2520,3723,7,NoRidge,1995,721
1087,83500.0,96052.63950070881,0.14004817239413114,1092,1638,4,MeadowV,1973,286
602,141000.0,122594.90552525899,0.13987335662790734,1375,2155,6,IDOTRR,1937,544
1169,235000.0,204435.80633296625,0.13933085721323835,2108,3235,6,Edwards,1935,540
1438,394617.0,343293.37856359256,0.13932988273757552,1932,3864,8,NridgHt,2008,774
5,250000.0,287312.29502807907,0.13910832282807384,2198,3343,8,NoRidge,2000,836
1291,180500.0,157164.28920395812,0.13843826890065003,1152,2304,5,NAmes,1964,484
8,200000.0,229576.24012957202,0.13791716464081283,2090,3197,7,NWAmes,1973,484
41,160000.0,139412.51624953476,0.13773561140503077,1324,2412,6,NAmes,1965,440
681,143000.0,124614.509027426,0.1376185541098227,923,1846,6,SawyerW,1980,264
716,165000.0,143834.98913216614,0.13727784838506452,1350,2414,6,NWAmes,1974,478
1203,117000.0,134208.66222482943,0.1372207388707274,1348,2232,5,BrkSide,1925,216
558,108000.0,94175.83085789756,0.13696629193319154,1336,1973,4,IDOTRR,1920,570
1132,93500.0,107059.3075830857,0.1354201665337449,974,1948,5,Mitchel,1991,0
399,67000.0,76712.02087656893,0.13536391302242023,1077,2038,5,IDOTRR,1920,338
154,235000.0,205317.1928013464,0.13502883366458285,1252,2854,6,ClearCr,1960,564
926,175000.0,152960.2418294528,0.13460712026787292,1126,2252,5,NWAmes,1977,540
191,315000.0,275383.0800478608,0.13440903545273208,2727,3580,8,Crawfor,1932,440
730,103000.0,90063.67856095884,0.1342106340185314,1208,1628,4,IDOTRR,1925,539
510,124500.0,142351.83692400792,0.13399499474121868,1041,2082,5,NAmes,1959,270
333,284000.0,324644.9023775556,0.13375729793145474,1629,4835,8,NridgHt,2003,880
708,254000.0,222211.2359087363,0.13370526123324566,1324,2648,8,NridgHt,2006,550
304,149900.0,131165.52461747965,0.13350737997873274,894,1788,5,CollgCr,1972,552
559,175000.0,199948.59086872253,0.13327360092990226,1446,2175,7,Gilbert,1996,406
790,187500.0,214175.4334286801,0.13301595188991655,2087,2919,6,ClearCr,1966,444
1099,128000.0,112119.62290731216,0.13246279438807207,1324,1996,4,BrkSide,1936,240
1038,287000.0,251407.27025972158,0.13240750764233766,2263,3318,8,CollgCr,2001,905
1076,219500.0,192815.0371661018,0.12962022927424677,1740,2540,7,Crawfor,1940,240
1235,130000.0,114215.83191806011,0.12944346654719752,1964,2904,5,SWISU,1911,0
59,438780.0,499231.49017868354,0.12907147187510581,2945,4355,10,StoneBr,2006,641
287,159000.0,180889.65366758814,0.12898223381764495,1734,2646,6,NAmes,1962,440
245,205000.0,233190.62766714842,0.1288456947146539,2110,3058,7,SawyerW,1994,463
431,85400.0,97142.52036564465,0.12883166605709384,987,1470,6,BrDale,1971,264
121,180000.0,158302.43649210953,0.12844873104804755,988,1926,6,ClearCr,1969,540
1141,139000.0,122262.08980144092,0.1283059306860359,952,1904,5,NAmes,1951,840
130,150000.0,131947.90181641435,0.12822722055116742,1053,2061,5,NAmes,1958,750
627,139900.0,123066.53049086538,0.12820179651622254,1422,2400,5,NAmes,1960,286
1127,174000.0,197774.19893500058,0.12806998044775675,1555,2928,7,Blmngtn,2007,660
132,244000.0,214746.85748001857,0.12770773964102133,2054,3046,6,Gilbert,2000,390
163,220000.0,249936.0244135927,0.12757689198731725,1541,3082,7,NridgHt,2005,532
842,157500.0,138692.95748035383,0.12716204647047746,1539,2189,5,OldTown,1904,686
746,299800.0,340383.1432116914,0.12695589158486698,2715,3857,8,NWAmes,1976,831
744,175000.0,154216.65641954384,0.1264267302493991,1464,1984,5,Sawyer,1963,480
922,145900.0,165449.86868173105,0.12574597525743236,2200,3472,5,Edwards,1900,0
208,141000.0,124363.42867036152,0.12555078630035865,1100,2200,4,NAmes,1960,312
336,228950.0,259294.64027160782,0.12446087209070456,1786,3285,5,Timber,1965,529
1253,130000.0,114834.38161940867,0.12404250407312567,874,1738,5,Mitchel,1968,288
1452,287090.0,253685.1095587159,0.12370152501072518,1578,3151,8,Somerst,2008,840
348,157500.0,178238.7363853092,0.12369767029867518,1478,2956,6,NAmes,1960,498
1060,220000.0,194417.5731415687,0.1236186634822829,1991,2845,6,Crawfor,1932,432
1288,190000.0,167913.4955871628,0.12357444030106457,1582,3206,5,ClearCr,1964,390
706,55000.0,62223.87606365529,0.12340348962111136,1092,1092,4,IDOTRR,1930,0
232,403000.0,356224.21053724556,0.12337589862828757,2794,4256,8,NoRidge,1995,810
1388,136000.0,153798.63782438048,0.12298846357059467,2526,3240,6,OldTown,1916,216
173,239000.0,211346.07653989433,0.12296604142260747,1767,2831,7,StoneBr,1987,504
1046,139600.0,123467.15941866767,0.12280504927158908,1733,1733,3,Edwards,1955,452
119,320000.0,361783.8390001986,0.12272554692778748,3222,4895,7,SawyerW,1990,594
695,141500.0,125168.51317414781,0.12263786018110778,1539,2466,5,BrkSide,1936,576
252,235000.0,265425.6232527321,0.1217486611005345,1625,3198,8,Crawfor,2006,538
207,143900.0,127495.87464726286,0.12103371141194685,1696,2836,5,Sawyer,1962,349
800,175000.0,155056.12979850193,0.12099805983716294,1768,2499,5,SWISU,1937,240
1386,125500.0,111197.56894198623,0.12099621416065354,1154,1950,4,IDOTRR,1922,240
885,100000.0,112828.4360692378,0.12069707714285371,892,1784,5,NAmes,1967,288
1356,170000.0,191737.93693730302,0.12033042395480109,1920,2490,7,NWAmes,1968,487
1263,161500.0,143198.30532074693,0.12027393119132945,1788,2892,4,ClearCr,1957,304
741,132000.0,117142.88114043445,0.11940656570773811,1432,1696,5,OldTown,1910,360
414,115000.0,102091.48429390043,0.11906171274170063,1028,2036,5,OldTown,1927,360
787,139000.0,123411.0144968254,0.11895265840662006,1652,2338,5,OldTown,1915,416
113,383970.0,341167.823929833,0.11818958929487877,2696,3960,7,CollgCr,2007,792
212,186000.0,165344.0855215523,0.11771733272862583,1212,2424,6,Edwards,2009,460
308,89500.0,100666.19408775702,0.11757016957264099,1406,1725,6,IDOTRR,1920,0
238,194500.0,218759.93650930675,0.1175422150256491,1744,2740,7,SawyerW,1993,457
575,139000.0,123598.84952808206,0.11743179973690765,1109,1481,5,NAmes,1971,288
679,372500.0,331487.96111096157,0.11664521312440712,2046,4092,8,StoneBr,2008,834
1293,107500.0,120768.67971768977,0.11638510843149774,2372,3366,5,OldTown,1892,432
808,223500.0,198972.3334838688,0.11624507516482652,1576,2900,5,BrkSide,1923,528
837,153500.0,136929.09393076604,0.11423654934357685,1559,3118,5,OldTown,1948,812
956,145000.0,162520.96527030398,0.11407252458069017,1958,2937,6,Crawfor,1946,492
805,118000.0,105299.76457991434,0.1138724189246112,1128,2064,5,NAmes,1954,286
1326,55000.0,61616.46459425548,0.11359397961151352,796,1592,4,IDOTRR,1922,0
1108,274725.0,245300.0557858611,0.11328798201505386,2021,2889,7,Gilbert,2006,422
1255,165400.0,185223.0251206669,0.1131932105515343,1656,2402,7,Edwards,2003,397
1339,200000.0,223943.78617353976,0.1130771646390798,1861,2777,7,CollgCr,2002,492
159,254900.0,227724.87645144193,0.11273262513063109,1947,2938,7,Somerst,2004,678
351,318061.0,284176.29858766124,0.1126479981553441,1869,3738,9,NridgHt,2007,617
125,181000.0,161740.93603155404,0.112500478493196,1586,2948,6,NWAmes,1979,435
151,122000.0,136507.36810966057,0.11235667615765266,969,1938,5,CollgCr,1975,440
737,93500.0,83576.33604300667,0.1121997480522321,1040,1040,3,NAmes,1950,400
1378,117000.0,130862.82020303998,0.11197476029965792,1604,2588,5,Edwards,1941,660
1171,171000.0,152909.01959732152,0.11181976325626763,1118,2214,6,Mitchel,1977,358
61,158000.0,176675.26391984764,0.11171767835630675,1158,2316,6,SawyerW,2004,576
861,189950.0,169950.72508092716,0.11125171755215746,1426,2338,7,Crawfor,1918,216
1341,123000.0,110061.46598169912,0.11114440824595917,872,1730,4,NAmes,1971,480
858,174000.0,155828.30542668526,0.11029983412716504,1481,2183,6,Gilbert,1994,343
1014,85000.0,94878.7570599553,0.10994735362120167,1022,2044,5,OldTown,1910,280
1443,310000.0,345972.22667758877,0.10978586923878986,2007,3024,10,Somerst,2008,812
672,103600.0,115619.65049689569,0.10976759551244442,1369,2041,6,Edwards,1925,300
1214,145000.0,129935.98512598206,0.10969103581254203,960,1608,4,Sawyer,1965,364
398,169500.0,151930.76113529468,0.10942734636490314,1812,2676,5,NAmes,1962,264
639,85000.0,94820.97525291212,0.10933816773633254,796,1592,5,Edwards,1910,0
564,185000.0,165935.09738521482,0.10875847173772613,1674,2837,6,Edwards,1918,396
658,149000.0,166098.58401087453,0.10863449483389687,1502,2278,7,Crawfor,1931,270
182,200100.0,179576.14966470387,0.10821732034304965,1802,2595,7,Crawfor,1920,216
919,238000.0,265122.13376872113,0.10791949845487991,2127,3231,7,SawyerW,1991,833
587,130000.0,116715.70186668026,0.10779249571516658,838,1654,6,BrkSide,1918,275
974,182000.0,202705.93016887625,0.10774906059529776,1428,2856,7,Somerst,2007,480
751,96500.0,86643.8642122481,0.10773562706811468,1140,1716,4,OldTown,1910,0
382,187750.0,209090.92659460788,0.10765737856731761,1301,2594,7,Somerst,2006,572
1294,162900.0,181365.0751280343,0.10737484893184934,1664,2496,7,NWAmes,1976,528
280,192000.0,213761.20324731668,0.10736361705519393,2022,3182,7,ClearCr,1977,505
6,143000.0,159184.6581793977,0.1072195592969436,1362,2158,5,Mitchel,1993,480
288,88000.0,97943.47375164511,0.10705254567435141,858,1716,4,NAmes,1971,0
460,110000.0,122411.10227323222,0.10690378331156225,1203,1912,5,BrkSide,1950,352
876,303477.0,337706.1747043048,0.10687005273081418,2610,3794,8,Somerst,2007,550
545,179665.0,199808.61686069646,0.106265425833179,1496,2150,7,Gilbert,2006,426
675,140000.0,155630.79586420697,0.10584336902834757,1136,2272,6,NAmes,1965,384
1400,137450.0,152694.07019144332,0.10517543747233127,1608,2584,6,SWISU,1925,216
615,75500.0,83860.90351153177,0.10502553896733424,630,1260,4,MeadowV,1972,0
1404,282922.0,254735.26218417307,0.10494603182388573,1464,2949,8,Somerst,2007,754
292,135900.0,122375.44275644055,0.1048247890667433,1716,2496,5,SWISU,1912,0
325,242000.0,268568.4721743143,0.10416776390525584,2978,3688,7,NAmes,1967,564
1164,108959.0,120906.8402055973,0.10404776179849229,1258,2456,4,Sawyer,1969,400
363,198500.0,178896.9230798881,0.1039787568419932,1922,1922,7,Edwards,2003,672
265,73000.0,80998.32274688967,0.10396765380327011,764,1444,5,OldTown,1925,504
1158,230000.0,207375.61293791316,0.10354713037923702,1314,2628,7,NridgHt,2007,626
30,68500.0,75949.68735481867,0.10323593539542486,520,1040,4,BrkSide,1927,240
